0.000000000000000000e+00,3.120000000000000000e+02,7.700000000000000000e+01,4.784000396728515625e+00
1.000000000000000000e+00,3.140000000000000000e+02,7.100000000000000000e+01,4.975000381469726562e+00
2.000000000000000000e+00,3.170000000000000000e+02,7.100000000000000000e+01,4.936000347137451172e+00
3.000000000000000000e+00,3.190000000000000000e+02,7.100000000000000000e+01,4.936000347137451172e+00
4.000000000000000000e+00,3.060000000000000000e+02,7.100000000000000000e+01,4.975000381469726562e+00
5.000000000000000000e+00,3.030000000000000000e+02,7.200000000000000000e+01,4.897000312805175781e+00
6.000000000000000000e+00,3.010000000000000000e+02,7.200000000000000000e+01,4.859000205993652344e+00
7.000000000000000000e+00,3.210000000000000000e+02,7.500000000000000000e+01,5.015000343322753906e+00
8.000000000000000000e+00,2.980000000000000000e+02,7.700000000000000000e+01,4.975000381469726562e+00
9.000000000000000000e+00,3.170000000000000000e+02,8.400000000000000000e+01,4.936000347137451172e+00
1.000000000000000000e+01,3.080000000000000000e+02,8.500000000000000000e+01,4.859000205993652344e+00
1.100000000000000000e+01,3.470000000000000000e+02,1.200000000000000000e+02,4.711000442504882812e+00
1.200000000000000000e+01,2.780000000000000000e+02,1.250000000000000000e+02,4.821000099182128906e+00
1.300000000000000000e+01,3.570000000000000000e+02,1.790000000000000000e+02,4.821000099182128906e+00
1.400000000000000000e+01,2.700000000000000000e+02,1.810000000000000000e+02,3.398000240325927734e+00
1.500000000000000000e+01,3.640000000000000000e+02,2.220000000000000000e+02,4.442000389099121094e+00
1.600000000000000000e+01,2.360000000000000000e+02,1.540000000000000000e+02,4.676000118255615234e+00
1.700000000000000000e+01,3.670000000000000000e+02,2.380000000000000000e+02,4.784000396728515625e+00
1.800000000000000000e+01,2.260000000000000000e+02,1.470000000000000000e+02,4.936000347137451172e+00
1.900000000000000000e+01,3.620000000000000000e+02,2.380000000000000000e+02,4.859000205993652344e+00
2.000000000000000000e+01,2.270000000000000000e+02,1.420000000000000000e+02,4.821000099182128906e+00
2.100000000000000000e+01,3.600000000000000000e+02,2.330000000000000000e+02,4.747000217437744141e+00
2.200000000000000000e+01,2.310000000000000000e+02,1.450000000000000000e+02,4.936000347137451172e+00
2.300000000000000000e+01,3.350000000000000000e+02,2.290000000000000000e+02,3.436000108718872070e+00
2.400000000000000000e+01,2.940000000000000000e+02,2.310000000000000000e+02,3.574000120162963867e+00
2.500000000000000000e+01,3.350000000000000000e+02,3.070000000000000000e+02,4.091000080108642578e+00
2.600000000000000000e+01,2.930000000000000000e+02,3.090000000000000000e+02,3.702000141143798828e+00
2.700000000000000000e+01,3.400000000000000000e+02,3.870000000000000000e+02,2.401000022888183594e+00
2.800000000000000000e+01,2.940000000000000000e+02,3.890000000000000000e+02,2.374000072479248047e+00
2.900000000000000000e+01,3.350000000000000000e+02,3.940000000000000000e+02,2.303000211715698242e+00
3.000000000000000000e+01,2.990000000000000000e+02,3.990000000000000000e+02,2.286000013351440430e+00
3.100000000000000000e+01,3.430000000000000000e+02,4.130000000000000000e+02,1.974000096321105957e+00
3.200000000000000000e+01,2.820000000000000000e+02,4.120000000000000000e+02,2.101000070571899414e+00
