0.000000000000000000e+00,3.110000000000000000e+02,7.800000000000000000e+01,4.747000217437744141e+00
1.000000000000000000e+00,3.130000000000000000e+02,7.100000000000000000e+01,4.936000347137451172e+00
2.000000000000000000e+00,3.150000000000000000e+02,7.100000000000000000e+01,4.975000381469726562e+00
3.000000000000000000e+00,3.170000000000000000e+02,7.100000000000000000e+01,5.015000343322753906e+00
4.000000000000000000e+00,3.060000000000000000e+02,7.200000000000000000e+01,4.784000396728515625e+00
5.000000000000000000e+00,3.030000000000000000e+02,7.200000000000000000e+01,4.747000217437744141e+00
6.000000000000000000e+00,3.010000000000000000e+02,7.300000000000000000e+01,4.711000442504882812e+00
7.000000000000000000e+00,3.180000000000000000e+02,7.500000000000000000e+01,5.056000232696533203e+00
8.000000000000000000e+00,2.980000000000000000e+02,7.700000000000000000e+01,4.676000118255615234e+00
9.000000000000000000e+00,3.150000000000000000e+02,8.500000000000000000e+01,4.676000118255615234e+00
1.000000000000000000e+01,3.070000000000000000e+02,8.600000000000000000e+01,4.473999977111816406e+00
1.100000000000000000e+01,3.440000000000000000e+02,1.220000000000000000e+02,4.348999977111816406e+00
1.200000000000000000e+01,2.750000000000000000e+02,1.270000000000000000e+02,4.348999977111816406e+00
1.300000000000000000e+01,3.550000000000000000e+02,1.790000000000000000e+02,4.380000114440917969e+00
1.400000000000000000e+01,2.680000000000000000e+02,1.840000000000000000e+02,4.676000118255615234e+00
1.500000000000000000e+01,3.680000000000000000e+02,1.470000000000000000e+02,4.784000396728515625e+00
1.600000000000000000e+01,2.500000000000000000e+02,1.560000000000000000e+02,4.897000312805175781e+00
1.700000000000000000e+01,3.730000000000000000e+02,1.370000000000000000e+02,4.676000118255615234e+00
1.800000000000000000e+01,2.410000000000000000e+02,1.460000000000000000e+02,5.015000343322753906e+00
1.900000000000000000e+01,3.720000000000000000e+02,1.320000000000000000e+02,4.676000118255615234e+00
2.000000000000000000e+01,2.420000000000000000e+02,1.420000000000000000e+02,4.897000312805175781e+00
2.100000000000000000e+01,3.690000000000000000e+02,1.350000000000000000e+02,4.641000270843505859e+00
2.200000000000000000e+01,2.460000000000000000e+02,1.470000000000000000e+02,4.975000381469726562e+00
2.300000000000000000e+01,3.320000000000000000e+02,2.300000000000000000e+02,3.746000289916992188e+00
2.400000000000000000e+01,2.910000000000000000e+02,2.320000000000000000e+02,3.574000120162963867e+00
2.500000000000000000e+01,3.370000000000000000e+02,3.060000000000000000e+02,3.987000226974487305e+00
2.600000000000000000e+01,2.900000000000000000e+02,3.100000000000000000e+02,4.174000263214111328e+00
2.700000000000000000e+01,3.430000000000000000e+02,3.870000000000000000e+02,2.468000173568725586e+00
2.800000000000000000e+01,2.960000000000000000e+02,3.870000000000000000e+02,2.383000135421752930e+00
2.900000000000000000e+01,3.370000000000000000e+02,3.950000000000000000e+02,2.338000059127807617e+00
3.000000000000000000e+01,3.010000000000000000e+02,3.960000000000000000e+02,2.229000091552734375e+00
3.100000000000000000e+01,3.480000000000000000e+02,4.110000000000000000e+02,2.052000045776367188e+00
3.200000000000000000e+01,2.870000000000000000e+02,4.130000000000000000e+02,2.065999984741210938e+00
